obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
417.5206,417.5179+,210,2.75e+06,B+,9253.43,33197.75,5d3.6s2,a 4P,5/2,5d3.6s.(5P).6p,z 6P*,7/2,,T4976,"L7593,L3475",
417.7919,417.787+,100,,,11792.13,35721.0,5d3.6s2,a 2P,1/2,,357*,3/2,,,"L7593,L3475",
418.1152,418.1153+,130,,,9705.38,33615.49,5d3.6s2,a 2G,7/2,,336*,9/2,,,"L7593,L3475",
420.5876,420.589+,300,8.9e+05,C+,3963.92,27733.43,5d3.6s2,a 4F,7/2,5d3.6s.(5F).6p,z 6F*,9/2,,T4976,"L7593,L3475",
420.6404,420.640+,120,,,17384.65,41151.26,5d3.6s.(5F).6p,z 6G*,3/2,5d3.6s.(5F).7s,e 6F,1/2,,,"L7593,L3475",
424.5350,424.534+,130,,,11243.63,34792.22,5d4.(5D).6s,a 6D,5/2,,347*,5/2,,,"L7593,L3475",
426.8255,426.826+,130,,,20560.26,43982.43,5d3.6s.(5F).6p,z 6G*,7/2,5d3.6s.(5F).7s,e 6F,7/2,,,"L7593,L3475",
430.2978,430.295+,160c,2.08e+06,B+,9253.43,32486.75,5d3.6s2,a 4P,5/2,5d3.6s.(5P).6p,y 6D*,5/2,,T4976,"L7593,L3475",
435.5145,435.510+,110,,,22681.71,45636.83,5d3.6s.(5F).6p,z 6G*,9/2,5d3.6s.(5F).7s,e 6F,9/2,,,"L7593,L3475",
437.8822,437.881+,100,4.8e+05,C+,3963.92,26794.76,5d3.6s2,a 4F,7/2,5d3.6s.(5F).6p,z 6D*,5/2,,T4976,"L7593,L3475",
438.6068,438.606+,150,1.03e+06,B+,6068.91,28862.01,5d3.6s2,a 4P,3/2,,288*,5/2,,T4976,"L7593,L3475",
439.8449,439.844+,110,4.6e+05,B+,2010.10,24739.03,5d3.6s2,a 4F,5/2,5d3.6s.(5F).6p,z 6D*,3/2,,T4976,"L7593,L3475",
440.2498,440.250+,180,2.28e+06,B+,9253.43,31961.42,5d3.6s2,a 4P,5/2,5d3.6s.(5P).6p,z 6P*,5/2,,T4976,"L7593,L3475",
441.5741,441.574+,130,2.53e+06,B+,6049.42,28689.31,5d3.6s2,a 4P,1/2,,286*,3/2,,T4976,"L7593,L3475",
444.1029,444.104+,55,7.5e+05,B+,9975.81,32486.75,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5P).6p,y 6D*,5/2,,T4976,"L7593,L3475",
444.1678,444.173+,75,9.0e+05,B+,10690.32,33197.75,5d3.6s2,a 2G,9/2,5d3.6s.(5P).6p,z 6P*,7/2,,T4976,"L7593,L3475",
447.3515,447.351+,95,1.36e+06,B+,9253.43,31600.95,5d3.6s2,a 4P,5/2,,316*,7/2,,T4976,"L7593,L3475",
451.0982,451.097+,360c,1.56e+06,B,5621.04,27783.0?,5d3.6s2,a 4F,9/2,,277*,11/2,,T4976,"L7593,L3475",
451.1503,451.146+,75,3.6e+05,C+,5621.04,27780.62,5d3.6s2,a 4F,9/2,5d3.6s.(5F).6p,z 6D*,7/2,,T4976,"L7593,L3475",
451.418,451.418+,:,3.1e+05,C+,13351.45,35497.65,5d4.(5D).6s,a 6D,9/2,,354*,9/2,,T4976,,
452.1094,452.108+,55,2.3e+05,C+,5621.04,27733.43,5d3.6s2,a 4F,9/2,5d3.6s.(5F).6p,z 6F*,9/2,,T4976,"L7593,L3475",
453.0846,453.080+,190,2.42e+06,B+,6068.91,28133.88,5d3.6s2,a 4P,3/2,5d3.6s.(5F).6p,y 4D*,5/2,,T4976,"L7593,L3475",
454.7149,454.715+,28,5.3e+05,B+,9975.81,31961.42,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5P).6p,z 6P*,5/2,,T4976,"L7593,L3475",
455.1950,455.196+,130,,,3963.92,25926.34,5d3.6s2,a 4F,7/2,5d3.6s.(5F).6p,z 4F*,9/2,,,"L7593,L3475",
455.3694,455.368+,45,9.5e+05,B+,11243.63,33197.75,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5P).6p,z 6P*,7/2,,T4976,"L7593,L3475",
456.5850,456.585+,170,2.50e+06,B+,9705.38,31600.95,5d3.6s2,a 2G,7/2,,316*,7/2,,T4976,"L7593,L3475",
457.4306,457.432+,340,1.23e+06,B+,0.00,21855.07,5d3.6s2,a 4F,3/2,5d3.6s.(5F).6p,z 4F*,3/2,,T4976,"L7593,L3475",
458.069,458.069+,28,2.10e+05,B,9705.38,31530.02,5d3.6s2,a 2G,7/2,,315*,9/2,,T4976,"L7606,L3475",
461.9512,461.951+,260,5.3e+06,B+,9253.43,30894.67,5d3.6s2,a 4P,5/2,5d3.6s.(5P).6p,z 4S*,3/2,,T4976,"L7593,L3475",
463.306,463.304+,45,1.23e+06,B+,9975.81,31553.89,5d4.(5D).6s,a 6D,3/2,,315*,3/2,,T4976,"L7593,L3475",
466.9143,466.914+,130,2.85e+06,B+,9253.43,30664.66,5d3.6s2,a 4P,5/2,5d3.6s.(5P).6p,y 6D*,3/2,,T4976,"L7593,L3475",
468.1875,468.187+,450,1.52e+06,B+,2010.10,23363.09,5d3.6s2,a 4F,5/2,5d3.6s.(5F).6p,z 4F*,5/2,,T4976,"L7593,L3475",
468.4867,468.485+,45,2.75e+05,B,5621.04,26960.46,5d3.6s2,a 4F,9/2,,269*,7/2,,T4976,"L7593,L3475",
468.5266,468.527+,40,3.38e+05,B+,9253.43,30590.95,5d3.6s2,a 4P,5/2,,305*,7/2,,T4976,"L7593,L3475",
469.1900,469.190+,130,4.08e+06,B+,9758.97,31066.34,5d4.(5D).6s,a 6D,1/2,5d3.6s.(5P).6p,z 6P*,3/2,,T4976,"L7593,L3475",
470.6091,470.609+,65,1.40e+06,B+,11243.63,32486.75,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5P).6p,y 6D*,5/2,,T4976,"L7593,L3475",
474.0163,474.014+,150,5.0e+06,B+,9975.81,31066.34,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5P).6p,z 6P*,3/2,,T4976,"L7593,L3475",
475.6506,475.651+,220,,,3963.92,24981.85,5d3.6s2,a 4F,7/2,5d3.6s.(5F).6p,z 4F*,7/2,,,"L7593,L3475",
475.8033,475.804+,45,7.5e+05,B+,10950.22,31961.42,5d3.6s2,a 2P,3/2,5d3.6s.(5P).6p,z 6P*,5/2,,T4976,"L7593,L3475",
476.8983,476.898+,120,2.75e+06,B+,12234.76,33197.75,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5P).6p,z 6P*,7/2,,T4976,"L7593,L3475",
478.0935,478.092+,85,2.16e+06,B+,10690.32,31600.95,5d3.6s2,a 2G,9/2,,316*,7/2,,T4976,"L7593,L3475",
481.2749,481.275+,220,1.20e+06,B,0.00,20772.32,5d3.6s2,a 4F,3/2,5d2.6s2.(3P).6p,z 2D*,3/2,,T4976,"L7593,L3475",
482.5429,482.542+,85,2.63e+06,B+,11243.63,31961.42,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5P).6p,z 6P*,5/2,,T4976,"L7593,L3475",
483.2185,483.217+,55,1.70e+06,B+,9975.81,30664.66,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5P).6p,y 6D*,3/2,,T4976,"L7593,L3475",
485.2166,485.215+,30,1.65e+06,B+,10950.22,31553.89,5d3.6s2,a 2P,3/2,,315*,3/2,,T4976,"L7593,L3475",
488.3950,488.395+,75,1.11e+06,B+,9253.43,29722.95,5d3.6s2,a 4P,5/2,,297*,7/2,,T4976,"L7593,L3475",
490.4591,490.456+,65,1.95e+06,C+,15114.14,35497.65,5d3.6s2,a 2H,11/2,,354*,9/2,,T4976,"L7593,L3475",
492.0108,492.013+,110,,,12865.97,33184.97,5d3.6s2,a 2D,5/2,,331*,5/2,,,"L7593,L3475",
492.0882,492.090+,5,2.1e+05,C+,9705.38,30021.20,5d3.6s2,a 2G,7/2,,300*,9/2,,T4976,L7593,
492.1271,492.127+,100,1.18e+06,B,6049.42,26363.69,5d3.6s2,a 4P,1/2,5d3.6s.(5F).6p,y 4D*,3/2,,T4976,"L7593,L3475",
492.6005,492.600+,110,1.53e+06,B,6068.91,26363.69,5d3.6s2,a 4P,3/2,5d3.6s.(5F).6p,y 4D*,3/2,,T4976,"L7593,L3475",
493.6421,493.641+,150,4.5e+06,B+,12234.76,32486.75,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5P).6p,y 6D*,5/2,,T4976,"L7593,L3475",
496.9693,496.975+,45,1.00e+06,B,10950.22,31066.34,5d3.6s2,a 2P,3/2,5d3.6s.(5P).6p,z 6P*,3/2,,T4976,"L7593,L3475",
501.2524,501.253+,75,1.88e+06,B+,10950.22,30894.67,5d3.6s2,a 2P,3/2,5d3.6s.(5P).6p,z 4S*,3/2,,T4976,"L7593,L3475",
503.7368,503.738+,200*,,,38545.70,58391.76,,385*,3/2,,583,3/2,,,"L7593,L3475",
503.7368,503.732+,200*,4.4e+06,B+,13351.45,33197.75,5d4.(5D).6s,a 6D,9/2,5d3.6s.(5P).6p,z 6P*,7/2,,T4976,"L7593,L3475",
504.3321,504.331+,90,2.73e+06,B+,11243.63,31066.34,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5P).6p,z 6P*,3/2,,T4976,"L7593,L3475",
506.7870,506.787+,100,2.92e+06,B+,12234.76,31961.42,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5P).6p,z 6P*,5/2,,T4976,"L7593,L3475",
506.9882,506.988+,5,1.67e+05,B,13351.45,33070.28,5d4.(5D).6s,a 6D,9/2,,330*,11/2,,T4976,L7593,
508.2253,508.223+,30,1.92e+05,C+,10690.32,30361.22,5d3.6s2,a 2G,9/2,5d3.6s.(5F).6p,z 6F*,11/2,,T4976,"L7593,L3475",
508.7366,508.737+,65,1.50e+06,B+,11243.63,30894.67,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5P).6p,z 4S*,3/2,,T4976,"L7593,L3475",
509.0710,509.073+,90,9.5e+05,B,9705.38,29343.46,5d3.6s2,a 2G,7/2,,293*,5/2,,T4976,"L7593,L3475",
509.527,509.53+,40*,,,23912.89,43533.3,5d4.(3G).6s,a 4G,9/2,,435*,7/2,,,L3475,
509.527,509.522+,40*,5.0e+05,B+,12865.97,32486.75,5d3.6s2,a 2D,5/2,5d3.6s.(5P).6p,y 6D*,5/2,,T4976,L3475,
511.5843,511.578+,110,,,26575.02,46116.93,5d4.(5D).6s,a 4D,7/2,,461*,5/2,,,"L7593,L3475",
513.6467,513.647+,30,4.5e+06,B+,6049.42,25512.63,5d3.6s2,a 4P,1/2,5d3.6s.(5F).6p,y 4D*,1/2,,T4976,"L7593,L3475",
514.1620,514.162+,100,1.20e+06,B+,6068.91,25512.63,5d3.6s2,a 4P,3/2,5d3.6s.(5F).6p,y 4D*,1/2,,T4976,"L7593,L3475",
514.3687,514.369+,100,1.68e+06,B+,9253.43,28689.31,5d3.6s2,a 4P,5/2,,286*,3/2,,T4976,"L7593,L3475",
514.762,514.762+,75,9.0e+05,B,11243.63,30664.66,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5P).6p,y 6D*,3/2,,T4976,"L7607,L3475",
515.6562,515.645+,330,,,5621.04,25008.83,5d3.6s2,a 4F,9/2,5d3.6s.(5F).6p,z 6G*,11/2,,,"L7593,L3475",
516.1814,516.181+,75,6.3e+05,C+,9975.81,29343.46,5d4.(5D).6s,a 6D,3/2,,293*,5/2,,T4976,"L7593,L3475",
521.2741,521.273+,110,,,0.00,19178.45,5d3.6s2,a 4F,3/2,5d3.6s.(5F).6p,z 6G*,5/2,,,"L7593,L3475",
521.8452,521.843+,110D,8.8e+04,B,2010.10,21167.61,5d3.6s2,a 4F,5/2,5d2.6s2.(3F).6p,z 4D*,5/2,,T4976,"L7593,L3475",
521.8660,521.867+,40,8.2e+05,B,9705.38,28862.01,5d3.6s2,a 2G,7/2,,288*,5/2,,T4976,"L7593,L3475",
523.5393,523.539+,30,4.7e+05,B+,12865.97,31961.42,5d3.6s2,a 2D,5/2,5d3.6s.(5P).6p,z 6P*,5/2,,T4976,"L7593,L3475",
529.5009,529.501+,90,7.5e+05,B+,9253.43,28133.88,5d3.6s2,a 4P,5/2,5d3.6s.(5F).6p,y 4D*,5/2,,T4976,"L7593,L3475",
533.6127,533.612+,30,5.5e+05,B+,12865.97,31600.95,5d3.6s2,a 2D,5/2,,316*,7/2,,T4976,"L7593,L3475",
534.1049,534.103+,140,,,3963.92,22681.71,5d3.6s2,a 4F,7/2,5d3.6s.(5F).6p,z 6G*,9/2,,,"L7593,L3475",
534.9575,534.956+,50,2.15e+06,B+,12865.97,31553.89,5d3.6s2,a 2D,5/2,,315*,3/2,,T4976,"L7593,L3475",
535.4679,535.466+,65,6.5e+05,B,6068.91,24739.03,5d3.6s2,a 4P,3/2,5d3.6s.(5F).6p,z 6D*,3/2,,T4976,"L7593,L3475",
539.5986,539.597+,40,2.5e+05,C,9253.43,27780.62,5d3.6s2,a 4P,5/2,5d3.6s.(5F).6p,z 6D*,7/2,,T4976,"L7593,L3475",
540.2507,540.252+,200,1.35e+06,B+,0.00,18504.72,5d3.6s2,a 4F,3/2,5d2.6s2.(3F).6p,z 4D*,1/2,,T4976,"L7593,L3475",
541.919,541.920+,130,,,6068.91,24516.69,5d3.6s2,a 4P,3/2,5d3.6s.(5F).6p,z 6D*,1/2,,,L3475,
543.5267,543.527+,65,1.07e+06,C+,10950.22,29343.46,5d3.6s2,a 2P,3/2,,293*,5/2,,T4976,"L7593,L3475",
549.9442,549.945+,50,6.1e+05,C+,13351.45,31530.02,5d4.(5D).6s,a 6D,9/2,,315*,9/2,,T4976,"L7593,L3475",
550.0684,550.068+,18,,,6068.91,24243.42,5d3.6s2,a 4P,3/2,5d3.6s.(5F).6p,z 6F*,3/2,,,"L7593,L3475",
550.5655,550.566+,20,1.9e+05,C+,9975.81,28133.88,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5F).6p,y 4D*,5/2,,T4976,"L7593,L3475",
551.6275,,15c,,,,,,,,,,,,,"L7593,L3475",
551.891,551.890+,90,3.8e+06,C+,17383.12,35497.65,5d3.6s2,a 2F,7/2,,354*,9/2,,T4976,"L182,L3475",
552.1154,552.113+,9,,,20646.54,38753.75,5d4.(3H).6s,a 4H,7/2,,387*,5/2,,,"L7593,L3475",
552.3982,552.397+,10,,,26363.69,44461.60,5d3.6s.(5F).6p,y 4D*,3/2,5d3.6s.(5F).7s,e 4F,5/2,,,"L7593,L3475",
552.8359,552.836+,13,,,3963.92,22047.45,5d3.6s2,a 4F,7/2,5d2.6s2.(3P).6p,z 2D*,5/2,,,"L7593,L3475",
554.520,554.517+,10l,3.e+05,E,12865.97,30894.67,5d3.6s2,a 2D,5/2,5d3.6s.(5P).6p,z 4S*,3/2,,T4976,L3475,
554.8325,554.832+,20,,,17224.47,35242.94,5d3.6s2,a 2F,5/2,,352*,3/2,,,"L7593,L3475",
558.4016,558.398+,30,,,27733.43,45636.83,5d3.6s.(5F).6p,z 6F*,9/2,5d3.6s.(5F).7s,e 6F,9/2,,,"L7593,L3475",
559.8752,559.88+,15,,,43880.84,61737.0,,438*,5/2,,617,5/2,,,"L7593,L3475",
559.952,559.95+,30,,,27783.0?,45636.83,,277*,11/2,5d3.6s.(5F).7s,e 6F,9/2,,,"L7606,L3475",
560.5505,560.545+,9c,,,17383.12,35217.94,5d3.6s2,a 2F,7/2,,352*,9/2,,,"L7593,L3475",
561.7711,561.773+,9c*,,,23355.41,41151.26,5d3.6s.(5F).6p,z 6F*,1/2,5d3.6s.(5F).7s,e 6F,1/2,,,"L7593,L3475",
561.7711,561.769+,9c*,,,30021.20,47817.16,,300*,9/2,5d3.6s.(5F).7s,e 4F,7/2,,,"L7593,L3475",
562.0684,562.070+,40,6.0e+05,B+,12234.76,30021.20,5d4.(5D).6s,a 6D,7/2,,300*,9/2,,T4976,"L7593,L3475",
562.820,562.818+,13,,,26219.62,43982.43,5d2.6s2.(3P).6p,z 4P*?,5/2,5d3.6s.(5F).7s,e 6F,7/2,,,L3475,
563.5710,563.570+,20,3.6e+05,C+,10950.22,28689.31,5d3.6s2,a 2P,3/2,,286*,3/2,,T4976,"L7593,L3475",
564.0179,564.019+,40,4.9e+05,C+,12865.97,30590.95,5d3.6s2,a 2D,5/2,,305*,7/2,,T4976,"L7593,L3475",
564.5911,564.591+,150,1.43e+06,B+,9253.43,26960.46,5d3.6s2,a 4P,5/2,,269*,7/2,,T4976,"L7593,L3475",
566.4901,566.490+,130,,,2010.10,19657.78,5d3.6s2,a 4F,5/2,5d2.6s2.(3F).6p,z 4D*,3/2,,,"L7593,L3475",
568.8247,568.824+,30,,,17224.47,34799.71,5d3.6s2,a 2F,5/2,,347*,7/2,,,"L7593,L3475",
569.9242,569.924+,40,4.2e+05,B,9253.43,26794.76,5d3.6s2,a 4P,5/2,5d3.6s.(5F).6p,z 6D*,5/2,,T4976,"L7593,L3475",
570.4306,570.432+,15,,,21153.33,38679.05,5d4.(3H).6s,a 4H,9/2,5d3.6s.(3G).6p,y 4G*?,7/2,,,"L7593,L3475",
570.6280,570.626+,25,,,24981.85,42501.59,5d3.6s.(5F).6p,z 4F*,7/2,5d3.6s.(5F).7s,e 6F,5/2,,,"L7593,L3475",
571.5241,571.522+,30,,,10690.32,28182.60,5d3.6s2,a 2G,9/2,,281*,7/2,,,"L7593,L3475",
571.6533,571.656+,8,1.01e+05,C,12234.76,29722.95,5d4.(5D).6s,a 6D,7/2,,297*,7/2,,T4976,"L7593,L3475",
574.6707,574.669+,23,,,26585.93,43982.43,5d3.6s.(5F).6p,z 6F*,7/2,5d3.6s.(5F).7s,e 6F,7/2,,,"L7593,L3475",
575.5811,575.580+,30,,,26022.74,43391.71,5d4.(3G).6s,a 4G,11/2,,433*,9/2,,,"L7593,L3475",
576.1614,576.162+,15h,,,24243.42,41594.83,5d3.6s.(5F).6p,z 6F*,3/2,5d3.6s.(5F).7s,e 6F,3/2,,,"L7593,L3475",
576.6561,576.654+,25,3.00e+05,B,9253.43,26590.03,5d3.6s2,a 4P,5/2,5d2.6s2.(3P).6p,z 4P*?,3/2,,T4976,"L7593,L3475",
576.7913,576.791+,30c,2.6e+05,B,9253.43,26585.93,5d3.6s2,a 4P,5/2,5d3.6s.(5F).6p,z 6F*,7/2,,T4976,"L7593,L3475",
577.1931,577.191+,10,,,25181.12,42501.59,5d3.6s.(5F).6p,z 6F*,5/2,5d3.6s.(5F).7s,e 6F,5/2,,,"L7593,L3475",
577.6768,577.674+,130,,,6049.42,23355.41,5d3.6s2,a 4P,1/2,5d3.6s.(5F).6p,z 6F*,1/2,,,"L7593,L3475",
578.0017,577.998+,25,,,20646.54,37942.84,5d4.(3H).6s,a 4H,7/2,5d3.6s.(3H).6p,z 4I*?,9/2,,,"L7593,L3475",
578.0706,578.069+,90,3.3e+05,C+,6068.91,23363.09,5d3.6s2,a 4P,3/2,5d3.6s.(5F).6p,z 4F*,5/2,,T4976,"L7593,L3475",
581.1104,581.110+,130,5.7e+05,B,3963.92,21167.61,5d3.6s2,a 4F,7/2,5d2.6s2.(3F).6p,z 4D*,5/2,,T4976,"L7593,L3475",
581.6510,581.651+,25,,,26794.76,43982.43,5d3.6s.(5F).6p,z 6D*,5/2,5d3.6s.(5F).7s,e 6F,7/2,,,"L7593,L3475",
584.3939,584.391+,45c,,,9758.97,26866.05,5d4.(5D).6s,a 6D,1/2,5d2.6s2.(3P).6p,z 4P*?,1/2,,,"L7593,L3475",
584.9678,584.965+,13,2.75e+05,B,10690.32,27780.62,5d3.6s2,a 2G,9/2,5d3.6s.(5F).6p,z 6D*,7/2,,T4976,"L7593,L3475",
586.6610,586.661+,15,,,21153.33,38194.22,5d4.(3H).6s,a 4H,9/2,5d3.6s.(3H).6p,z 4H*?,11/2,,,"L7593,L3475",
587.7355,587.735+,240,2.33e+06,B+,13351.45,30361.22,5d4.(5D).6s,a 6D,9/2,5d3.6s.(5F).6p,z 6F*,11/2,,T4976,"L7593,L3475",
588.2295,588.227+,130,,,23514.86,40510.38,5d4.(3H).6s,a 4H,13/2,5d3.6s.(3H).6p,z 4G*?,11/2,,,"L7593,L3475",
590.1911,590.191+,90,,,11243.63,28182.60,5d4.(5D).6s,a 6D,5/2,,281*,7/2,,,"L7593,L3475",
591.6511,591.651+,30,4.9e+05,C+,11792.13,28689.31,5d3.6s2,a 2P,1/2,,286*,3/2,,T4976,"L7593,L3475",
591.8949,591.894+,90*,,,9975.81,26866.05,5d4.(5D).6s,a 6D,3/2,5d2.6s2.(3P).6p,z 4P*?,1/2,,,"L7593,L3475",
591.8949,591.894+,90*,,,11243.63,28133.88,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5F).6p,y 4D*,5/2,,,"L7593,L3475",
592.5897,592.598+,15,,,28766.65,45636.83,5d3.6s.(5F).6p,z 6D*,9/2,5d3.6s.(5F).7s,e 6F,9/2,,,"L7593,L3475",
593.0625,593.062+,15,1.09e+05,C,12865.97,29722.95,5d3.6s2,a 2D,5/2,,297*,7/2,,T4976,"L7593,L3475",
593.1051,593.103+,23,,,24739.03,41594.83,5d3.6s.(5F).6p,z 6D*,3/2,5d3.6s.(5F).7s,e 6F,3/2,,,"L7593,L3475",
593.1679,593.168+,20,,,17224.47,34078.42,5d3.6s2,a 2F,5/2,,340*,3/2,,,"L7593,L3475",
593.5543,593.554+,18,,,23912.89,40755.90,5d4.(3G).6s,a 4G,9/2,,407*,7/2,,,"L7593,L3475",
593.9765,593.975+,130,1.60e+06,B+,9758.97,26590.03,5d4.(5D).6s,a 6D,1/2,5d2.6s2.(3P).6p,z 4P*?,3/2,,T4976,"L7593,L3475",
594.4024,594.403+,240,2.13e+06,B+,9975.81,26794.76,5d4.(5D).6s,a 6D,3/2,5d3.6s.(5F).6p,z 6D*,5/2,,T4976,"L7593,L3475",
595.1779,595.17+,25,,,39253.07,56050.2,,392*,3/2,,560,5/2,,,"L7593,L3475",
596.0129,596.012+,18,,,23912.89,40686.42,5d4.(3G).6s,a 4G,9/2,5d3.6s.(3G).6p,y 4G*?,9/2,,,"L7593,L3475",
599.7234,599.723+,190c,2.40e+06,B+,13351.45,30021.20,5d4.(5D).6s,a 6D,9/2,,300*,9/2,,T4976,"L7593,L3475",
600.9893,600.991+,25h,,,24516.69,41151.26,5d3.6s.(5F).6p,z 6D*,1/2,5d3.6s.(5F).7s,e 6F,1/2,,,"L7593,L3475",
601.5895,601.589+,25,,,17383.12,34001.16,5d3.6s2,a 2F,7/2,,340*,5/2,,,"L7593,L3475",
602.0720,602.072+,100,1.03e+06,B,9758.97,26363.69,5d4.(5D).6s,a 6D,1/2,5d3.6s.(5F).6p,y 4D*,3/2,,T4976,"L7593,L3475",
604.5390,604.538+,250,2.63e+06,B+,11243.63,27780.62,5d4.(5D).6s,a 6D,5/2,5d3.6s.(5F).6p,z 6D*,7/2,,T4976,"L7593,L3475",
604.7247,604.724+,100,9.0e+05,B+,12234.76,28766.65,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5F).6p,z 6D*,9/2,,T4976,"L7593,L3475",
605.370,605.370+,25,,,9705.38,26219.62,5d3.6s2,a 2G,7/2,5d2.6s2.(3P).6p,z 4P*?,5/2,,,L3475,
609.0823,609.078+,30,,,25181.12,41594.83,5d3.6s.(5F).6p,z 6F*,5/2,5d3.6s.(5F).7s,e 6F,3/2,,,"L7593,L3475",
609.2065,609.207+,18,,,22842.84,39253.07,,228,3/2,,392*,3/2,,,"L7593,L3475",
610.1576,610.154+,100,,,22428.56,38813.32,5d4.(3H).6s,a 4H,11/2,5d3.6s.(3H).6p,z 4G*?,9/2,,,"L7593,L3475",
614.0071,614.006+,25,,,26219.62,42501.59,5d2.6s2.(3P).6p,z 4P*?,5/2,5d3.6s.(5F).7s,e 6F,5/2,,,"L7593,L3475",
614.4561,614.453+,65,2.43e+05,B+,10690.32,26960.46,5d3.6s2,a 2G,9/2,,269*,7/2,,T4976,"L7593,L3475",
615.2544,615.252+,30,,,27733.43,43982.43,5d3.6s.(5F).6p,z 6F*,9/2,5d3.6s.(5F).7s,e 6F,7/2,,,"L7593,L3475",
615.4504,615.449+,130,,,9975.81,26219.62,5d4.(5D).6s,a 6D,3/2,5d2.6s2.(3P).6p,z 4P*?,5/2,,,"L7593,L3475",
615.8841,615.883+,40,,,17383.12,33615.49,5d3.6s2,a 2F,7/2,,336*,9/2,,,"L7593,L3475",
617.0538,617.044+,15,,,27780.62,43982.43,5d3.6s.(5F).6p,z 6D*,7/2,5d3.6s.(5F).7s,e 6F,7/2,,,"L7593,L3475",
618.9663,618.967+,15,,,22842.84,38994.33,,228,3/2,,389*,3/2,,,"L7593,L3475",
619.3108,619.310+,15,,,21381.01,37523.54,5d4.(5D).6s,a 4D,3/2,,375*,3/2,,,"L7593,L3475",
620.8372,620.843+,25,,,25478.30,41580.98,,254,3/2,5d4.(5D).6p,y 6F*,5/2,,,"L7593,L3475",
624.9791,624.982+,40,3.5e+05,C+,12865.97,28862.01,5d3.6s2,a 2D,5/2,,288*,5/2,,T4976,"L7593,L3475",
625.6682,625.666+,150,,,6068.91,22047.45,5d3.6s2,a 4P,3/2,5d2.6s2.(3P).6p,z 2D*,5/2,,,"L7593,L3475",
625.8734,625.872+,5,3.3e+05,C,17224.47,33197.75,5d3.6s2,a 2F,5/2,5d3.6s.(5P).6p,z 6P*,7/2,,T4976,L7593,
626.8700,626.871+,150,,,12234.76,28182.60,5d4.(5D).6s,a 6D,7/2,,281*,7/2,,,"L7593,L3475",
627.8336,627.834+,50,,,21153.33,37076.71,5d4.(3H).6s,a 4H,9/2,5d3.6s.(3H).6p,z 4H*?,9/2,,,"L7593,L3475",
628.1334,628.132+,65,,,10950.22,26866.05,5d3.6s2,a 2P,3/2,5d2.6s2.(3P).6p,z 4P*?,1/2,,,"L7593,L3475",
628.7361,628.732+,15,,,21622.92,37523.54,5d4.(3G).6s,a 4G,5/2,,375*,3/2,,,"L7593,L3475",
628.791,628.792+,40,3.0e+05,C+,12234.76,28133.88,5d4.(5D).6s,a 6D,7/2,5d3.6s.(5F).6p,y 4D*,5/2,,T4976,"L182,L3475",
628.9336,628.931+,40,1.84e+05,B,10690.32,26585.93,5d3.6s2,a 2G,9/2,5d3.6s.(5F).6p,z 6F*,7/2,,T4976,"L7593,L3475",
630.9065,630.907+,50,,,23514.86,39360.68,5d4.(3H).6s,a 4H,13/2,5d3.6s.(3H).6p,z 4H*?,13/2,,,"L7593,L3475",
630.9579,630.958+,150,1.83e+06,B+,10950.22,26794.76,5d3.6s2,a 2P,3/2,5d3.6s.(5F).6p,z 6D*,5/2,,T4976,"L7593,L3475",
631.2237,631.218+,25c,,,24917.90,40755.90,,249,7/2,,407*,7/2,,,"L7593,L3475",
632.5083,632.510+,75,3.4e+05,C+,6049.42,21855.07,5d3.6s2,a 4P,1/2,5d3.6s.(5F).6p,z 4F*,3/2,,T4976,"L7593,L3475",
633.2907,633.291+,50,1.38e+05,C+,6068.91,21855.07,5d3.6s2,a 4P,3/2,5d3.6s.(5F).6p,z 4F*,3/2,,T4976,"L7593,L3475",
634.1173,634.115+,65,,,22428.56,38194.22,5d4.(3H).6s,a 4H,11/2,5d3.6s.(3H).6p,z 4H*?,11/2,,,"L7593,L3475",
634.602,634.598+,30,3.8e+05,C+,9758.97,25512.63,5d4.(5D).6s,a 6D,1/2,5d3.6s.(5F).6p,y 4D*,1/2,,T4976,"L7593,L3475",
635.6139,635.616+,75,,,9253.43,24981.85,5d3.6s2,a 4P,5/2,5d3.6s.(5F).6p,z 4F*,7/2,,,"L7593,L3475",
