obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""153.4166""","=""0.0005""","=""153.4166""","=""0.0004""","=""2*""","=""1.44e+07""",C+,"=""15.287""","=""65197.29""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.8d""","=""2D""","=""5/2""",,"=""u27""","=""L2166""",
"=""153.4166""","=""0.0005""","=""153.4166""","=""0.0004""","=""2*""","=""2.40e+06""",C+,"=""15.287""","=""65197.29""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.8d""","=""2D""","=""3/2""",,"=""u27""","=""L2166""",
"=""154.3398""","=""0.0005""","=""154.3398""","=""0.0004""","=""a""","=""2.81e+07""",C,"=""0.0000""","=""64792.09""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.8s""","=""2S""","=""1/2""",,"=""u27""","=""L2166""",
"=""154.3763""","=""0.0005""","=""154.3763""","=""0.0004""","=""a""","=""5.62e+07""",C,"=""15.287""","=""64792.09""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.8s""","=""2S""","=""1/2""",,"=""u27""","=""L2166""",
"=""154.6423""","=""0.0005""","=""154.6423""","=""0.0004""","=""4""","=""1.78e+07""",C+,"=""0.0000""","=""64665.353""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.7d""","=""2D""","=""3/2""",,"=""u27""","=""L2166""",
"=""154.6789""","=""0.0005""","=""154.6789""","=""0.0004""","=""6*""","=""2.14e+07""",C+,"=""15.287""","=""64665.353""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""5/2""",,"=""u27""","=""L2166""",
"=""154.6789""","=""0.0005""","=""154.6789""","=""0.0004""","=""6*""","=""3.56e+06""",C+,"=""15.287""","=""64665.353""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.7d""","=""2D""","=""3/2""",,"=""u27""","=""L2166""",
"=""155.8701""","=""0.0005""","=""155.8700""","=""0.0004""","=""6""","=""2.0e+07""",C,"=""0.0000""","=""64156.017""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.7s""","=""2S""","=""1/2""",,"=""u27""","=""L2166""",
"=""155.9071""","=""0.0005""","=""155.9072""","=""0.0004""","=""7""","=""4.04e+07""",C,"=""15.287""","=""64156.017""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.7s""","=""2S""","=""1/2""",,"=""u27""","=""L2166""",
"=""156.6286""","=""0.0005""","=""156.6285""","=""0.0004""","=""4""","=""2.79e+07""",C,"=""0.0000""","=""63845.323""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.6d""","=""2D""","=""3/2""",,"=""u27""","=""L2166""",
"=""156.6660""","=""0.0005""","=""156.6661""","=""0.0004""","=""6*""","=""3.35e+07""",C,"=""15.287""","=""63845.323""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""5/2""",,"=""u27""","=""L2166""",
"=""156.6660""","=""0.0005""","=""156.6661""","=""0.0004""","=""6*""","=""5.60e+06""",C,"=""15.287""","=""63845.323""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""3/2""",,"=""u27""","=""L2166""",
"=""157.3301""","=""0.0005""","=""157.3301""","=""0.0004""","=""7""","=""4.42e+07""",C,"=""0.0000""","=""63560.638""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p2""","=""2S""","=""1/2""",,"=""u27""","=""L2166""",
"=""157.3679""","=""0.0005""","=""157.3679""","=""0.0004""","=""11""","=""8.84e+07""",C,"=""15.287""","=""63560.638""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""2S""","=""1/2""",,"=""u27""","=""L2166""",
"=""157.4868""","=""0.0008""","=""157.4868""","=""0.0008""","=""a""","=""""",,"=""28658.40+x""","=""92155.8+x""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).4s""","=""4P*""","=""5/2""",,"=""""","=""L3744""",
"=""158.7340""","=""0.0008""","=""158.7337""","=""0.0006""","=""a""","=""2.8e+07""",D,"=""28647.43+x""","=""91646.02+x""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""u27""","=""L3744""",
"=""158.7385""","=""0.0008""","=""158.7381""","=""0.0006""","=""a""","=""7.0e+07""",D,"=""28647.43+x""","=""91644.26+x""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""u27""","=""L3744""",
"=""158.7451""","=""0.0008""","=""158.7454""","=""0.0006""","=""a""","=""1.4e+08""",D,"=""28652.07+x""","=""91646.02+x""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""",,"=""u27""","=""L3744""",
"=""158.7500""","=""0.0008""","=""158.7498""","=""0.0006""","=""a""","=""2.3e+07""",D,"=""28652.07+x""","=""91644.26+x""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""u27""","=""L3744""",
"=""158.7596""","=""0.0008""","=""158.7591""","=""0.0006""","=""a""","=""5.0e+07""",D,"=""28652.07+x""","=""91640.6+x""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""u27""","=""L3744""",
"=""158.7653""","=""0.0008""","=""158.7658""","=""0.0005""","=""a""","=""7.5e+07""",D,"=""28658.40+x""","=""91644.26+x""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""",,"=""u27""","=""L3744""",
"=""158.7747""","=""0.0008""","=""158.7750""","=""0.0006""","=""a""","=""1.2e+08""",D,"=""28658.40+x""","=""91640.6+x""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""",,"=""u27""","=""L3744""",
"=""160.0373""","=""0.0005""","=""160.0371""","=""0.0004""","=""14""","=""4.67e+07""",B,"=""0.0000""","=""62485.504""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192""","=""L2166""",
"=""160.0455""","=""0.0005""","=""160.0457""","=""0.0004""","=""12""","=""2.7e+07""",D+,"=""0.0000""","=""62482.167""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.6s""","=""2S""","=""1/2""",,"=""u27""","=""L2166""",
"=""160.0761""","=""0.0005""","=""160.0763""","=""0.0004""","=""20*""","=""5.60e+07""",B,"=""15.287""","=""62485.504""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",,"=""T7192""","=""L2166""",
"=""160.0761""","=""0.0005""","=""160.0763""","=""0.0004""","=""20*""","=""9.32e+06""",B,"=""15.287""","=""62485.504""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192""","=""L2166""",
"=""160.0850""","=""0.0005""","=""160.0848""","=""0.0004""","=""20""","=""5.7e+07""",D+,"=""15.287""","=""62482.167""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.6s""","=""2S""","=""1/2""",,"=""u27""","=""L2166""",
"=""160.7645""","=""0.0008""","=""160.7647""","=""0.0007""","=""a""","=""""",,"=""28647.43+x""","=""90850.15+x""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""",,"=""""","=""L3744""",
"=""160.7733""","=""0.0008""","=""160.7730""","=""0.0006""","=""13""","=""""",,"=""28652.07+x""","=""90851.58+x""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""",,"=""""","=""L3744""",
"=""160.7820""","=""0.0008""","=""160.7820""","=""0.0008""","=""a""","=""""",,"=""28658.40+x""","=""90854.4+x""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""",,"=""""","=""L3744""",
"=""160.7890""","=""0.0008""","=""160.7893""","=""0.0006""","=""a""","=""""",,"=""28658.40+x""","=""90851.58+x""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""",,"=""""","=""L3744""",
"=""160.7932""","=""0.0008""","=""160.7930""","=""0.0007""","=""a""","=""""",,"=""28658.40+x""","=""90850.15+x""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""",,"=""""","=""L3744""",
"=""166.2608""","=""0.0005""","=""166.26095""","=""0.00003""","=""8""","=""2.0e+07""",C,"=""0.0000""","=""60146.414""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.5s""","=""2S""","=""1/2""",,"=""T7192""","=""L2166""",
"=""166.3031""","=""0.0005""","=""166.30322""","=""0.00003""","=""14""","=""3.94e+07""",C,"=""15.287""","=""60146.414""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.5s""","=""2S""","=""1/2""",,"=""T7192""","=""L2166""",
"=""166.6850""","=""0.0005""","=""166.6849""","=""0.0004""","=""20""","=""8.66e+07""",B+,"=""0.0000""","=""59993.45""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.4d""","=""2D""","=""3/2""",,"=""T7192""","=""L2166""",
"=""166.7272""","=""0.0005""","=""166.7273""","=""0.0004""","=""30*""","=""1.04e+08""",B+,"=""15.287""","=""59993.45""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""5/2""",,"=""T7192""","=""L2166""",
"=""166.7272""","=""0.0005""","=""166.7273""","=""0.0004""","=""30*""","=""1.73e+07""",B+,"=""15.287""","=""59993.45""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""3/2""",,"=""T7192""","=""L2166""",
"=""181.784370""","=""0.000017""","=""181.784357""","=""0.000008""","=""20""","=""3.12e+07""",B+,"=""0.0000""","=""55010.2338""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.4s""","=""2S""","=""1/2""",,"=""T7192""","=""u29""",
"=""181.834891""","=""0.000017""","=""181.834888""","=""0.000009""","=""30""","=""6.22e+07""",B+,"=""15.287""","=""55010.2338""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.4s""","=""2S""","=""1/2""",,"=""T7192""","=""u29""",
"=""182.589390""","=""0.000017""","=""182.589392""","=""0.000009""","=""70""","=""1.70e+08""",A,"=""0.0000""","=""54767.6944""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.3d""","=""2D""","=""3/2""",,"=""T7194""","=""u29""",
"=""182.639952""","=""0.000017""","=""182.639890""","=""0.000010""","=""100""","=""2.04e+08""",A,"=""15.287""","=""54767.8387""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.3d""","=""2D""","=""5/2""",,"=""T7194""","=""u29""",
"=""""","=""""","=""182.640371""","=""0.000009""","=""m""","=""3.39e+07""",A,"=""15.287""","=""54767.6944""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.3d""","=""2D""","=""3/2""",,"=""T7194""","=""u29""",
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""206.6377""","=""0.0005""","=""206.6379""","=""0.0005""","=""30""","=""6.9e+07""",D,"=""28652.07+x""","=""77030.44+x""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""",,"=""u27""","=""L1461""",
"=""206.6654""","=""0.0007""","=""206.6650""","=""0.0006""","=""40""","=""1.6e+08""",D,"=""28658.40+x""","=""77030.44+x""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).3s""","=""4P*""","=""5/2""",,"=""u27""","=""L1461""",
"=""""","=""""","=""206.6728""","=""0.0011""","=""m""","=""9.2e+07""",D,"=""28647.43+x""","=""77017.64+x""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""",,"=""u27""","=""L1461""",
"=""206.6930""","=""0.0010""","=""206.6926""","=""0.0008""","=""11""","=""3.0e+07""",D,"=""28652.07+x""","=""77017.64+x""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""",,"=""u27""","=""L1461""",
"=""206.7020""","=""0.0020""","=""206.7003""","=""0.0013""","=""6""","=""3.8e+07""",D,"=""28647.43+x""","=""77011.2+x""","=""2s.2p2""","=""4P""","=""1/2""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""",,"=""u27""","=""L776""",
"=""206.7193""","=""0.0008""","=""206.7197""","=""0.0008""","=""30*""","=""1.0e+08""",D,"=""28658.40+x""","=""77017.64+x""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""",,"=""u27""","=""L1461""",
"=""206.7193""","=""0.0008""","=""206.7202""","=""0.0011""","=""30*""","=""1.8e+08""",D,"=""28652.07+x""","=""77011.2+x""","=""2s.2p2""","=""4P""","=""3/2""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""",,"=""u27""","=""L1461""",
"=""208.888851""","=""0.000022""","=""208.888860""","=""0.000018""","=""90""","=""3.61e+07""",B+,"=""0.0000""","=""47857.125""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p2""","=""2D""","=""3/2""",,"=""T7194""","=""L11406""",
"=""""","=""""","=""208.955615""","=""0.000020""","=""""","=""7.16e+06""",B+,"=""15.287""","=""47857.125""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""2D""","=""3/2""",,"=""T7194""","=""L11406""",
"=""208.957004""","=""0.000022""","=""208.956995""","=""0.000020""","=""150""","=""4.33e+07""",B+,"=""15.287""","=""47856.809""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""2D""","=""5/2""",,"=""T7194""","=""L11406""",
"=""""","=""""","=""213.4271""","=""0.0024""","=""""","=""4.2e+05""",D+,"=""48611.8663""","=""95451.5""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""213.4352""","=""0.0024""","=""""","=""2.1e+06""",D+,"=""48613.6486""","=""95451.5""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""213.4458""","=""0.0024""","=""""","=""1.7e+06""",D+,"=""48611.8663""","=""95447.4""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""""","=""""","=""213.4539""","=""0.0024""","=""""","=""8.3e+05""",D+,"=""48613.6486""","=""95447.4""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""238.86""","=""0.03""","=""238.8662""","=""0.0022""","=""30*""","=""5.9e+06""",D,"=""47856.809""","=""89708.49""","=""2s.2p2""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""L6232""",
"=""238.86""","=""0.03""","=""238.8869""","=""0.0022""","=""30*""","=""5.6e+06""",D,"=""47857.125""","=""89705.19""","=""2s.2p2""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""L6232""",
"=""""","=""""","=""238.8680""","=""0.0022""","=""""","=""4.2e+05""",D,"=""47857.125""","=""89708.49""","=""2s.2p2""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
"=""""","=""""","=""238.8851""","=""0.0022""","=""""","=""6.3e+05""",D,"=""47856.809""","=""89705.19""","=""2s.2p2""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
"=""249.67687""","=""0.00003""","=""249.676894""","=""0.000015""","=""110""","=""8.40e+07""",A,"=""0.0000""","=""40039.6907""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.3s""","=""2S""","=""1/2""",,"=""T7194""","=""L11406""",
"=""249.77224""","=""0.00003""","=""249.772263""","=""0.000017""","=""210""","=""1.68e+08""",A,"=""15.287""","=""40039.6907""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.3s""","=""2S""","=""1/2""",,"=""T7194""","=""L11406""",
"=""""","=""""","=""261.339""","=""0.003""","=""""","=""5.7e+05""",D+,"=""48611.8663""","=""86864.9""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""261.351""","=""0.003""","=""""","=""2.8e+06""",D+,"=""48613.6486""","=""86864.9""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""261.375""","=""0.003""","=""""","=""2.3e+06""",D+,"=""48611.8663""","=""86859.6""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""""","=""""","=""261.388""","=""0.003""","=""""","=""1.1e+06""",D+,"=""48613.6486""","=""86859.6""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""""","=""""","=""265.419""","=""0.004""","=""""","=""8.10e+04""",C,"=""57786.4336""","=""95451.5""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""265.423""","=""0.004""","=""""","=""4.04e+05""",C,"=""57787.0683""","=""95451.5""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""265.448""","=""0.004""","=""""","=""3.2e+05""",C,"=""57786.4336""","=""95447.4""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""""","=""""","=""265.452""","=""0.004""","=""""","=""1.62e+05""",C,"=""57787.0683""","=""95447.4""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""286.11""","=""0.03""","=""286.116""","=""0.004""","=""20*""","=""9.9e+05""",D,"=""54767.8387""","=""89708.49""","=""2s2.3d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""L6232""",
"=""286.11""","=""0.03""","=""286.141""","=""0.003""","=""20*""","=""9.5e+05""",D,"=""54767.6944""","=""89705.19""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""L6232""",
"=""""","=""""","=""286.114""","=""0.004""","=""""","=""7.1e+04""",D,"=""54767.6944""","=""89708.49""","=""2s2.3d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
"=""""","=""""","=""286.143""","=""0.003""","=""""","=""1.1e+05""",D,"=""54767.8387""","=""89705.19""","=""2s2.3d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""336.433""","=""0.005""","=""""","=""1.4e+04""",D,"=""59993.45""","=""89708.49""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
"=""""","=""""","=""336.433""","=""0.005""","=""""","=""2.0e+05""",D,"=""59993.45""","=""89708.49""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
"=""""","=""""","=""336.471""","=""0.005""","=""""","=""2.0e+05""",D,"=""59993.45""","=""89705.19""","=""2s2.4d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""336.471""","=""0.005""","=""""","=""2.1e+04""",D,"=""59993.45""","=""89705.19""","=""2s2.4d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""343.799""","=""0.005""","=""""","=""1.43e+05""",C,"=""57786.4336""","=""86864.9""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""343.806""","=""0.005""","=""""","=""7.1e+05""",C,"=""57787.0683""","=""86864.9""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""343.861""","=""0.005""","=""""","=""5.73e+05""",C,"=""57786.4336""","=""86859.6""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""""","=""""","=""343.869""","=""0.005""","=""""","=""2.87e+05""",C,"=""57787.0683""","=""86859.6""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""""","=""""","=""348.915""","=""0.022""","=""""","=""9.72e-02""",B,"=""0.0000""","=""28652.07+x""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p2""","=""4P""","=""3/2""",,"=""T7194""","=""""",
"=""""","=""""","=""348.972""","=""0.023""","=""""","=""1.48e-01""",B,"=""0.0000""","=""28647.43+x""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s.2p2""","=""4P""","=""1/2""",,"=""T7194""","=""""",
"=""""","=""""","=""349.024""","=""0.022""","=""""","=""3.21e+00""",B,"=""15.287""","=""28658.40+x""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""4P""","=""5/2""",,"=""T7194""","=""""",
"=""""","=""""","=""349.101""","=""0.022""","=""""","=""5.18e-01""",B,"=""15.287""","=""28652.07+x""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""4P""","=""3/2""",,"=""T7194""","=""""",
"=""""","=""""","=""349.158""","=""0.022""","=""""","=""8.50e-03""",B,"=""15.287""","=""28647.43+x""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""4P""","=""1/2""",,"=""T7194""","=""""",
"=""""","=""""","=""367.232""","=""0.006""","=""""","=""5.7e+03""",D,"=""62485.504""","=""89708.49""","=""2s2.5d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
"=""""","=""""","=""367.232""","=""0.006""","=""""","=""8.2e+04""",D,"=""62485.504""","=""89708.49""","=""2s2.5d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""",,"=""u27""","=""""",
"=""""","=""""","=""367.277""","=""0.006""","=""""","=""7.7e+04""",D,"=""62485.504""","=""89705.19""","=""2s2.5d""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""367.277""","=""0.006""","=""""","=""8.6e+03""",D,"=""62485.504""","=""89705.19""","=""2s2.5d""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""417.896""","=""0.004""","=""""","=""1.2e+05""",D+,"=""48611.8663""","=""72534.55""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p2""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""417.927""","=""0.004""","=""""","=""6.1e+05""",D+,"=""48613.6486""","=""72534.55""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p2""","=""2P""","=""3/2""",,"=""u27""","=""""",
"=""""","=""""","=""418.099""","=""0.003""","=""""","=""4.9e+05""",D+,"=""48611.8663""","=""72522.90""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s.2p2""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""""","=""""","=""418.130""","=""0.003""","=""""","=""2.5e+05""",D+,"=""48613.6486""","=""72522.90""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s.2p2""","=""2P""","=""1/2""",,"=""u27""","=""""",
"=""550.4565""","=""0.0015""","=""550.4527""","=""0.0015""","=""a*""","=""""",,"=""47856.809""","=""66018.63""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.11f""","=""2F*""","=""5/2,7/2""",,"=""""","=""L694""",
"=""550.4565""","=""0.0015""","=""550.4622""","=""0.0015""","=""a*""","=""""",,"=""47857.125""","=""66018.63""","=""2s.2p2""","=""2D""","=""3/2""","=""2s2.11f""","=""2F*""","=""5/2,7/2""",,"=""""","=""L694""",
"=""556.3185""","=""0.0015""","=""556.3146""","=""0.0015""","=""a*""","=""""",,"=""47856.809""","=""65827.26""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.10f""","=""2F*""","=""5/2,7/2""",,"=""""","=""L694""",
"=""556.3185""","=""0.0015""","=""556.3244""","=""0.0015""","=""a*""","=""""",,"=""47857.125""","=""65827.26""","=""2s.2p2""","=""2D""","=""3/2""","=""2s2.10f""","=""2F*""","=""5/2,7/2""",,"=""""","=""L694""",
"=""563.3069""","=""0.0003""","=""563.30717""","=""0.00007""","=""""","=""2.25e+05""",C+,"=""40039.6907""","=""57787.0683""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.4p""","=""2P*""","=""3/2""",,"=""T7192""","=""u30""",
"=""""","=""""","=""563.32732""","=""0.00008""","=""""","=""2.25e+05""",C+,"=""40039.6907""","=""57786.4336""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.4p""","=""2P*""","=""1/2""",,"=""T7192""","=""u30""",
"=""564.4321""","=""0.0015""","=""564.4278""","=""0.0015""","=""a*""","=""""",,"=""47856.809""","=""65568.95""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.9f""","=""2F*""","=""5/2,7/2""",,"=""""","=""L694""",
"=""564.4321""","=""0.0015""","=""564.4379""","=""0.0015""","=""a*""","=""""",,"=""47857.125""","=""65568.95""","=""2s.2p2""","=""2D""","=""3/2""","=""2s2.9f""","=""2F*""","=""5/2,7/2""",,"=""""","=""L694""",
"=""576.1943""","=""0.0015""","=""576.1901""","=""0.0015""","=""a*""","=""5.7e+05""",D+,"=""47856.809""","=""65207.38""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""7/2""",,"=""u27""","=""L694""",
"=""576.1943""","=""0.0015""","=""576.1901""","=""0.0015""","=""a*""","=""3.9e+04""",D+,"=""47856.809""","=""65207.38""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""5/2""",,"=""u27""","=""L694""",
"=""576.1943""","=""0.0015""","=""576.2006""","=""0.0015""","=""a*""","=""5.3e+05""",D+,"=""47857.125""","=""65207.38""","=""2s.2p2""","=""2D""","=""3/2""","=""2s2.8f""","=""2F*""","=""5/2""",,"=""u27""","=""L694""",
