Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3s2.3p2,3P,0,1,,0.00,,,,                                                    ,L7147
3s2.3p2,3P,1,3,,164.90,,,,                                                    ,
3s2.3p2,3P,2,5,,469.12,,,,                                                    ,
3s2.3p2,1D,2,5,,8882.31,,,,                                                    ,
3s2.3p2,1S,0,1,,21575.63,,,,                                                    ,
3s.3p3,5S*,2,5,,45697.02,,,, 100                                                ,
3s.3p3,3D*,1,3,,65251.45,,,0.504,  81         :    17  3p.3d                3D*      ,
3s.3p3,3D*,2,5,,65272.35,,,1.160,  81         :    17  3p.3d                3D*      ,
3s.3p3,3D*,3,7,,65307.17,,,1.329,  81         :    17  3p.3d                3D*      ,
3s.3p3,3P*,2,5,,76764.06,,,1.486,  71         :    25  3p.3d                3P*      ,
3s.3p3,3P*,1,3,,76812.33,,,1.50,  74         :    25  3p.3d                3P*      ,
3s.3p3,3P*,0,1,,76823.11,,,,  74         :    25  3p.3d                3P*      ,
3s2.3p.3d,1D*,2,5,,77710.19,,,1.014,  63         :    32  3s.3p3               1D*      ,
3s2.3p.4s,3P*,0,1,,86597.55,,,, 100                                                ,
3s2.3p.4s,3P*,1,3,,86743.96,,,1.495,  99         :     1  3s2.3p.4s            1P*      ,
3s2.3p.4s,3P*,2,5,,87124.60,,,1.499, 100                                                ,
3s2.3p.3d,3F*,2,5,,87804.10,,,0.666, 100                                                ,
3s2.3p.3d,3F*,3,7,,87966.81,,,1.083, 100                                                ,
3s2.3p.3d,3F*,4,9,,88192.13,,,1.25, 100                                                ,
3s2.3p.4s,1P*,1,3,,88893.22,,,1.006,  99         :     1  3s2.3p.4s            3P*      ,
3s2.3p.4p,1P,1,3,,101635.69,,,0.998,  98         :     2  3s2.3p.4p            3D       ,
3s2.3p.3d,1P*,1,3,,102798.26,,,1.00,  64         :    33  3s.3p3               1P*      ,
3s2.3p.4p,3D,1,3,,103165.61,,,0.511,  98         :     2  3s2.3p.4p            1P       ,
3s2.3p.4p,3D,2,5,,103339.14,,,1.166,  99                                                ,
3s2.3p.4p,3D,3,7,,103667.86,,,1.334, 100                                                ,
3s2.3p.3d,3P*,2,5,,103629.70,,,1.408,  55         :    21  3p.3d                3D*      ,
3s2.3p.3d,3P*,1,3,,103755.91,,,1.05,  41         :    36  3p.3d                3D*      ,
3s2.3p.3d,3P*,0,1,,103940.38,,,,  75         :    24  3s.3p3               3P*      ,
3s2.3p.3d,3D*,3,7,,104050.27,,,1.326,  82         :    15  3s.3p3               3D*      ,
3s2.3p.3d,3D*,1,3,,104053.81,,,0.94,  46         :    33  3p.3d                3P*      ,
3s2.3p.3d,3D*,2,5,,104101.75,,,1.26,  61         :    19  3p.3d                3P*      ,
3s2.3p.4p,3P,0,1,,105224.06,,,, 100                                                ,
3s2.3p.4p,3P,1,3,,105302.37,,,1.525,  94         :     6  3s2.3p.4p            3S       ,
3s2.3p.4p,3P,2,5,,105549.67,,,1.499,  99                                                ,
3s2.3p.4p,3S,1,3,,106001.25,,,1.968,  94         :     6  3s2.3p.4p            3P       ,
3s2.3p.3d,1F*,3,7,,107360.25,,,1.004, 100                                                ,
3s2.3p.4p,1D,2,5,,107922.93,,,1.002,  99                                                ,
3s.3p3,3S*,1,3,,110254.77,,,, 100                                                ,
3s2.3p.4p,1S,0,1,,111507.66,,,, 100                                                ,
3s.3p3,1D*,2,5,,112606.86,,,0.998,  50         :    31  3p.3d                1D*      ,
3s.3p3,1P*,1,3,,118341.71,,,0.99,  58         :    34  3p.3d                1P*      ,
3s2.3p.5s,3P*,0,1,,123344.19,,,, 100                                                ,
3s2.3p.5s,3P*,1,3,,123455.46,,,1.465,  93         :     7  3s2.3p.5s            1P*      ,
3s2.3p.5s,3P*,2,5,,123890.81,,,1.497, 100                                                ,
3s2.3p.5s,1P*,1,3,,124432.26,,,1.036,  93         :     7  3s2.3p.5s            3P*      ,
3s2.3p.4d,3F*,2,5,,124946.73,,,0.664,  99                                                ,
3s2.3p.4d,3F*,3,7,,125128.87,,,1.081,  99                                                ,
3s2.3p.4d,3F*,4,9,,125391.13,,,1.25, 100                                                ,
