Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
"=""3d10.4s.10d""","=""3D""","=""3""","=""""","=""74386.87""","=""""","=""0.21""","=""""","="" 100                        ""","=""L3428"""
"=""3d10.4s.9h""","=""(1/2,11/2)*""","=""6""","=""""","=""74409""","=""""","=""4""","=""""","="" 100     or  :   100   3H*  ""","=""L18491"""
"=""3d10.4s.9h""","=""(1/2,11/2)*""","=""5""","=""""","=""74409""","=""""","=""4""","=""""","="" 100     or  :    56   1H*  ""","="""""
"=""3d10.4s.9h""","=""(1/2,9/2)*""","=""4""","=""""","=""74409""","=""""","=""4""","=""""","="" 100     or  :   100   3H*  ""","=""L18491"""
"=""3d10.4s.9h""","=""(1/2,9/2)*""","=""5""","=""""","=""74409""","=""""","=""4""","=""""","="" 100     or  :    56   3H*  ""","=""L18491"""
"=""3d10.4s.12s""","=""3S""","=""1""","=""""","=""74495.4""","=""""","=""1.0""","=""""","="" 100                        ""","=""L3428"""
"=""3d10.4s.11d""","=""1D""","=""2""","=""""","=""74622.74""","=""""","=""0.17""","=""""","=""  98                        ""","=""L3641"""
"=""3d10.4s.12p""","=""3P*""","=""1""","=""""","=""74626.81""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.12p""","=""3P*""","=""2""","=""""","=""74627.62""","=""""","=""0.22""","=""""","=""                            ""","=""L13951"""
"=""3d10.4s.12p""","=""1P*""","=""1""","=""""","=""74650.88""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.11d""","=""3D""","=""1""","=""""","=""74651.58""","=""""","=""0.19""","=""""","="" 100                        ""","=""L8903"""
"=""3d10.4s.11d""","=""3D""","=""2""","=""""","=""74651.68""","=""""","=""0.21""","=""""","="" 100                        ""","=""L3428"""
"=""3d10.4s.11d""","=""3D""","=""3""","=""""","=""74651.91""","=""""","=""0.21""","=""""","="" 100                        ""","=""L3428"""
"=""3d10.4s.12d""","=""1D""","=""2""","=""""","=""74825.04""","=""""","=""0.17""","=""""","=""  98                        ""","=""L3641"""
"=""3d10.4s.13p""","=""3P*""","=""2""","=""""","=""74829.13""","=""""","=""0.18""","=""""","=""                            ""","=""L13951"""
"=""3d10.4s.13p""","=""1P*""","=""1""","=""""","=""74846.55""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.12d""","=""3D""","=""1""","=""""","=""74847.27""","=""""","=""0.20""","=""""","="" 100                        ""","=""L8903"""
"=""3d10.4s.12d""","=""3D""","=""2""","=""""","=""74847.34""","=""""","=""0.22""","=""""","="" 100                        ""","=""L3428"""
"=""3d10.4s.12d""","=""3D""","=""3""","=""""","=""74847.52""","=""""","=""0.22""","=""""","="" 100                        ""","=""L3428"""
"=""3d10.4s.13d""","=""1D""","=""2""","=""""","=""74978.20""","=""""","=""0.17""","=""""","=""  99                        ""","=""L3641"""
"=""3d10.4s.14p""","=""3P*""","=""2""","=""""","=""74981.74""","=""""","=""0.18""","=""""","=""                            ""","=""L13951"""
"=""3d10.4s.14p""","=""1P*""","=""1""","=""""","=""74995.01""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.13d""","=""3D""","=""1""","=""""","=""74995.53""","=""""","=""0.15""","=""""","="" 100                        ""","=""L8903"""
"=""3d10.4s.13d""","=""3D""","=""2""","=""""","=""74995.58""","=""""","=""0.18""","=""""","="" 100                        ""","="""""
"=""3d10.4s.13d""","=""3D""","=""3""","=""""","=""74995.72""","=""""","=""0.15""","=""""","="" 100                        ""","=""L8903"""
"=""3d10.4s.14d""","=""1D""","=""2""","=""""","=""75097.06""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.15p""","=""3P*""","=""2""","=""""","=""75099.76""","=""""","=""0.18""","=""""","=""                            ""","=""L13951"""
"=""3d10.4s.15p""","=""1P*""","=""1""","=""""","=""75110.32""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.14d""","=""3D""","=""1""","=""""","=""75110.84""","=""""","=""0.13""","=""""","=""                            ""","=""L8903"""
"=""3d10.4s.14d""","=""3D""","=""2""","=""""","=""75110.90""","=""""","=""0.13""","=""""","=""                            ""","=""L8903"""
"=""3d10.4s.14d""","=""3D""","=""3""","=""""","=""75111.00""","=""""","=""0.12""","=""""","=""                            ""","=""L8903"""
"=""3d10.4s.15d""","=""1D""","=""2""","=""""","=""75191.08""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.16p""","=""1P*""","=""1""","=""""","=""75201.65""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.16d""","=""1D""","=""2""","=""""","=""75266.63""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.17p""","=""1P*""","=""1""","=""""","=""75275.27""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.17d""","=""1D""","=""2""","=""""","=""75328.43""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.18p""","=""1P*""","=""1""","=""""","=""75335.49""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.18d""","=""1D""","=""2""","=""""","=""75379.31""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.19p""","=""1P*""","=""1""","=""""","=""75385.31""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.19d""","=""1D""","=""2""","=""""","=""75422.0""","=""""","=""0.3""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.20p""","=""1P*""","=""1""","=""""","=""75426.98""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.20d""","=""1D""","=""2""","=""""","=""75458.14""","=""""","=""0.34""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.21p""","=""1P*""","=""1""","=""""","=""75462.30""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.22p""","=""1P*""","=""1""","=""""","=""75492.25""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.23p""","=""1P*""","=""1""","=""""","=""75518.17""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.24p""","=""1P*""","=""1""","=""""","=""75540.55""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.25p""","=""1P*""","=""1""","=""""","=""75560.15""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.26p""","=""1P*""","=""1""","=""""","=""75577.26""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.27p""","=""1P*""","=""1""","=""""","=""75592.39""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.28p""","=""1P*""","=""1""","=""""","=""75605.76""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.29p""","=""1P*""","=""1""","=""""","=""75617.66""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.30p""","=""1P*""","=""1""","=""""","=""75628.35""","=""""","=""0.13""","=""""","=""                            ""","=""L3641,L13951"""
"=""3d10.4s.31p""","=""1P*""","=""1""","=""""","=""75637.93""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.32p""","=""1P*""","=""1""","=""""","=""75646.57""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.33p""","=""1P*""","=""1""","=""""","=""75654.41""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.34p""","=""1P*""","=""1""","=""""","=""75661.51""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.35p""","=""1P*""","=""1""","=""""","=""75667.98""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.36p""","=""1P*""","=""1""","=""""","=""75673.82""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.37p""","=""1P*""","=""1""","=""""","=""75679.20""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.38p""","=""1P*""","=""1""","=""""","=""75684.19""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.39p""","=""1P*""","=""1""","=""""","=""75688.77""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.40p""","=""1P*""","=""1""","=""""","=""75692.89""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.41p""","=""1P*""","=""1""","=""""","=""75696.79""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.42p""","=""1P*""","=""1""","=""""","=""75700.40""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.43p""","=""1P*""","=""1""","=""""","=""75703.72""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.44p""","=""1P*""","=""1""","=""""","=""75706.88""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.45p""","=""1P*""","=""1""","=""""","=""75709.68""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.46p""","=""1P*""","=""1""","=""""","=""75712.38""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.47p""","=""1P*""","=""1""","=""""","=""75714.90""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.48p""","=""1P*""","=""1""","=""""","=""75717.25""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.49p""","=""1P*""","=""1""","=""""","=""75719.43""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
"=""3d10.4s.50p""","=""1P*""","=""1""","=""""","=""75721.49""","=""""","=""0.17""","=""""","=""                            ""","=""L3641"""
