Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
"=""3d10.7d""","=""2D""","=""3/2""","=""""","=""59249.33""","=""""","=""0.021""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.7d""","=""2D""","=""5/2""","=""""","=""59250.561""","=""""","=""0.018""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.6f""","=""2F*""","=""7/2""","=""""","=""59259.363""","=""""","=""0.021""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.6f""","=""2F*""","=""5/2""","=""""","=""59259.870""","=""""","=""0.020""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.6g""","=""2G""","=""9/2""","=""""","=""59266.713""","=""""","=""0.012""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.6g""","=""2G""","=""7/2""","=""""","=""59266.713""","=""""","=""0.012""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.6h""","=""2H*""","=""9/2,11/2""","=""""","=""59268.420""","=""""","=""0.015""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.8p""","=""2P*""","=""3/2""","=""""","=""59274.99""","=""""","=""0.05""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.8p""","=""2P*""","=""1/2""","=""""","=""59322.72""","=""""","=""0.06""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.9s""","=""2S""","=""1/2""","=""""","=""59647.87""","=""""","=""0.12""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.8d""","=""2D""","=""3/2""","=""""","=""60065.51""","=""""","=""0.15""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.8d""","=""2D""","=""5/2""","=""""","=""60066.38""","=""""","=""0.13""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.9p""","=""2P*""","=""3/2""","=""""","=""60070.17""","=""""","=""0.05""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.9p""","=""2P*""","=""1/2""","=""""","=""60084.83""","=""""","=""0.06""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.7f""","=""2F*""","=""7/2""","=""""","=""60071.476""","=""""","=""0.010""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.7f""","=""2F*""","=""5/2""","=""""","=""60071.634""","=""""","=""0.014""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.7g""","=""2G""","=""7/2""","=""""","=""60076.254""","=""""","=""0.016""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.7g""","=""2G""","=""9/2""","=""""","=""60076.254""","=""""","=""0.016""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.7h""","=""2H*""","=""9/2,11/2""","=""""","=""60077.36""","=""""","=""0.03""","=""""","=""                                                    ""","=""L18473c152"""
"=""3d10.8f""","=""2F*""","=""5/2""","=""""","=""60593.77""","=""""","=""0.05""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.9d""","=""2D""","=""3/2""","=""""","=""60594.52""","=""""","=""0.15""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.9d""","=""2D""","=""5/2""","=""""","=""60595.02""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.10p""","=""2P*""","=""3/2""","=""""","=""60595.10""","=""""","=""0.04""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.10p""","=""2P*""","=""1/2""","=""""","=""60601.19""","=""""","=""0.06""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.11p""","=""2P*""","=""3/2""","=""""","=""60956.32""","=""""","=""0.04""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.11p""","=""2P*""","=""1/2""","=""""","=""60959.37""","=""""","=""0.06""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.10d""","=""2D""","=""3/2""","=""""","=""60956.91""","=""""","=""0.16""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.10d""","=""2D""","=""5/2""","=""""","=""60957.32""","=""""","=""0.19""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.12p""","=""2P*""","=""3/2""","=""""","=""61215.13""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.12p""","=""2P*""","=""1/2""","=""""","=""61216.86""","=""""","=""0.06""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.11d""","=""2D""","=""5/2""","=""""","=""61216.2""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.13p""","=""2P*""","=""3/2""","=""""","=""61406.75""","=""""","=""0.07""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.13p""","=""2P*""","=""1/2""","=""""","=""61407.49""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.14p""","=""2P*""","=""3/2""","=""""","=""61552.44""","=""""","=""0.13""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.14p""","=""2P*""","=""1/2""","=""""","=""61552.70""","=""""","=""0.20""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.15p""","=""2P*""","=""3/2""","=""""","=""61665.86""","=""""","=""0.19""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.15p""","=""2P*""","=""1/2""","=""""","=""61665.90""","=""""","=""0.21""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.16p""","=""2P*""","=""3/2""","=""""","=""61755.71""","=""""","=""0.19""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.16p""","=""2P*""","=""1/2""","=""""","=""61755.76""","=""""","=""0.21""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.17p""","=""2P*""","=""1/2,3/2""","=""""","=""61828.24""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.18p""","=""2P*""","=""1/2,3/2""","=""""","=""61887.55""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.19p""","=""2P*""","=""1/2,3/2""","=""""","=""61936.69""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.20s""","=""2S""","=""1/2""","=""""","=""61955.7""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.20p""","=""2P*""","=""1/2,3/2""","=""""","=""61977.88""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.21s""","=""2S""","=""1/2""","=""""","=""61993.8""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.21p""","=""2P*""","=""1/2,3/2""","=""""","=""62012.70""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.22s""","=""2S""","=""1/2""","=""""","=""62026.1""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.22p""","=""2P*""","=""1/2,3/2""","=""""","=""62042.44""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.23s""","=""2S""","=""1/2""","=""""","=""62054.0""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.23p""","=""2P*""","=""1/2,3/2""","=""""","=""62068.01""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.24s""","=""2S""","=""1/2""","=""""","=""62077.95""","=""""","=""0.16""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.24p""","=""2P*""","=""1/2,3/2""","=""""","=""62090.17""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.25s""","=""2S""","=""1/2""","=""""","=""62098.9""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.25p""","=""2P*""","=""1/2,3/2""","=""""","=""62109.53""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.26s""","=""2S""","=""1/2""","=""""","=""62117.36""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.26p""","=""2P*""","=""1/2,3/2""","=""""","=""62126.50""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.27s""","=""2S""","=""1/2""","=""""","=""62133.1""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.27p""","=""2P*""","=""1/2,3/2""","=""""","=""62141.44""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.28s""","=""2S""","=""1/2""","=""""","=""62147.43""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.28p""","=""2P*""","=""1/2,3/2""","=""""","=""62154.77""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.29s""","=""2S""","=""1/2""","=""""","=""62159.95""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.29p""","=""2P*""","=""1/2,3/2""","=""""","=""62166.63""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.30s""","=""2S""","=""1/2""","=""""","=""62171.39""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.30p""","=""2P*""","=""1/2,3/2""","=""""","=""62177.22""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.31s""","=""2S""","=""1/2""","=""""","=""62181.48""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.31p""","=""2P*""","=""1/2,3/2""","=""""","=""62186.73""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.32s""","=""2S""","=""1/2""","=""""","=""62190.56""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.32p""","=""2P*""","=""1/2,3/2""","=""""","=""62195.36""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.33s""","=""2S""","=""1/2""","=""""","=""62198.73""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.33p""","=""2P*""","=""1/2,3/2""","=""""","=""62203.14""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.34s""","=""2S""","=""1/2""","=""""","=""62206.27""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.34p""","=""2P*""","=""1/2,3/2""","=""""","=""62210.18""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.35s""","=""2S""","=""1/2""","=""""","=""62212.9""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.35p""","=""2P*""","=""1/2,3/2""","=""""","=""62216.53""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.36s""","=""2S""","=""1/2""","=""""","=""62219.2""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.36p""","=""2P*""","=""1/2,3/2""","=""""","=""62222.33""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.37s""","=""2S""","=""1/2""","=""""","=""62224.5""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.37p""","=""2P*""","=""1/2,3/2""","=""""","=""62227.72""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.38s""","=""2S""","=""1/2""","=""""","=""62229.8""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.38p""","=""2P*""","=""1/2,3/2""","=""""","=""62232.67""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.39s""","=""2S""","=""1/2""","=""""","=""62234.5""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.39p""","=""2P*""","=""1/2,3/2""","=""""","=""62237.20""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.40s""","=""2S""","=""1/2""","=""""","=""62238.7""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.40p""","=""2P*""","=""1/2,3/2""","=""""","=""62241.35""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.41s""","=""2S""","=""1/2""","=""""","=""62242.8""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.41p""","=""2P*""","=""1/2,3/2""","=""""","=""62245.22""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.42p""","=""2P*""","=""1/2,3/2""","=""""","=""62248.79""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.43p""","=""2P*""","=""1/2,3/2""","=""""","=""62252.08""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.44p""","=""2P*""","=""1/2,3/2""","=""""","=""62255.14""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.45p""","=""2P*""","=""1/2,3/2""","=""""","=""62258.05""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.46p""","=""2P*""","=""1/2,3/2""","=""""","=""62260.72""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.47p""","=""2P*""","=""1/2,3/2""","=""""","=""62263.21""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.48p""","=""2P*""","=""1/2,3/2""","=""""","=""62265.57""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.49p""","=""2P*""","=""1/2,3/2""","=""""","=""62267.70""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.50p""","=""2P*""","=""1/2,3/2""","=""""","=""62269.80""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559"""
"=""3d10.51p""","=""2P*""","=""1/2,3/2""","=""""","=""62271.77""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.52p""","=""2P*""","=""1/2,3/2""","=""""","=""62273.5""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.53p""","=""2P*""","=""1/2,3/2""","=""""","=""62275.2""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.54p""","=""2P*""","=""1/2,3/2""","=""""","=""62276.7""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.55p""","=""2P*""","=""1/2,3/2""","=""""","=""62278.4""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.56p""","=""2P*""","=""1/2,3/2""","=""""","=""62279.8""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d10.57p""","=""2P*""","=""1/2,3/2""","=""""","=""62281.1""","=""""","=""0.3""","=""""","=""                                                    ""","=""L10559c152"""
"=""Cu II (3d10 1S<0>)""","=""Limit""","=""---""","=""""","=""62317.46""","=""""","=""0.03""","=""""","=""                                                    ""","=""L14897"""
"=""3d9.4s.(3D).5s""","=""4D""","=""7/2""","=""""","=""62403.332""","=""""","=""0.03""","=""1.42""","="" 100                                                ""","=""L10559c152"""
"=""3d9.4s.(3D).5s""","=""4D""","=""5/2""","=""""","=""62948.26""","=""""","=""0.05""","=""""","=""  82             :    12  3d9.4s.(1D).5s       2D   ""","=""L10559c152"""
"=""3d9.4s.(3D).5s""","=""4D""","=""3/2""","=""""","=""63584.65""","=""""","=""0.05""","=""""","=""  73             :    15  3d9.4s.(3D).5s       2D   ""","=""L10559c152"""
"=""3d9.4s.(3D).5s""","=""4D""","=""1/2""","=""""","=""64472.35""","=""""","=""0.03""","=""0.00""","="" 100                                                ""","=""L10559c152"""
"=""3d9.4s.(3D).5s""","=""2D""","=""5/2""","=""""","=""64657.62""","=""""","=""0.06""","=""""","=""  87             :    13  3d9.4s.(3D).5s       4D   ""","=""L10559c152"""
"=""3d9.4s.(3D).5s""","=""2D""","=""3/2""","=""""","=""65259.93""","=""""","=""0.11""","=""""","=""  55             :    26  3d9.4s.(3D).5s       4D   ""","=""L10559c152"""
"=""3d9.4s.(1D).5s""","=""2D""","=""5/2""","=""""","=""67142.68""","=""""","=""0.11""","=""0.69""","=""  95             :     5  3d9.4s.(3D).5s       4D   ""","=""L10559c152"""
"=""3d9.4s.(1D).5s""","=""2D""","=""3/2""","=""""","=""67972.02""","=""""","=""0.05""","=""""","=""  69             :    30  3d9.4s.(3D).5s       2D   ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""4P*""","=""3/2""","=""""","=""70281.2""","=""""","=""0.5""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""4P*""","=""1/2""","=""""","=""71002.2""","=""""","=""0.9""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""4F*""","=""7/2""","=""""","=""70336.99""","=""""","=""0.07""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""4F*""","=""5/2""","=""""","=""70414.54""","=""""","=""0.07""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""4D*""","=""7/2""","=""""","=""70441.62""","=""""","=""0.07""","=""1.43""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""4D*""","=""5/2""","=""""","=""70561.3""","=""""","=""0.7""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""4D*""","=""3/2""","=""""","=""71029.81""","=""""","=""0.05""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""4D*""","=""1/2""","=""""","=""72601.6""","=""""","=""1.1""","=""""","=""                                                    ""","=""L10559"""
"=""3d9.4s.(3D).4d""","=""2P""","=""3/2""","=""""","=""70853.37""","=""""","=""0.04""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).4d""","=""2P""","=""1/2""","=""""","=""72151.49""","=""""","=""0.11""","=""""","=""                                                    ""","=""L10559"""
"=""3d9.4s.(3D).4d""","=""2S""","=""1/2""","=""""","=""70853.71""","=""""","=""0.23""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).4d""","=""2G""","=""9/2""","=""""","=""70859.50""","=""""","=""0.06""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).4d""","=""2G""","=""7/2""","=""""","=""72016.82""","=""""","=""0.05""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""2F*""","=""5/2""","=""""","=""70959.84""","=""""","=""0.05""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).5p""","=""2F*""","=""7/2""","=""""","=""71613.97""","=""""","=""0.08""","=""""","=""                                                    ""","=""L10559c152"""
"=""3d9.4s.(3D).4d""","=""4S""","=""3/2""","=""""","=""70998.12""","=""""","=""0.04""","=""""","=""                                                    ""","=""L10559"""
